"" "W070517001156" "W070517001157" "W070517001159" "W070517001160" "W070517001161" "W070517001162" "W070517102034" "W070517102035" "W070517102036" "W070517102037" "W070517102038" "W070517102051"
"SIRPA" 118.43173 69.89526 79.168637 68.10934 33.2010345 31.89676 27.05995 71.36011 33.22713 32.45738 56.672309 55.8531672
"SIRPB1" 170.93155236075 76.2653309989 256.738507300607 138.72092878 83.4352075 25.08146 104.2205794 257.05063 86.40439 60.5023593 71.89302 125.560350454581
"SIRPB2" 46.663219 16.1726628 26.1713004 23.2359053 14.183488 5.954207 12.526376 25.2598942 18.011077 8.598409 12.0933788 32.22749
"SIRPG" 6.94831486 15.406296 3.777547 16.9223846 4.2648356 15.557321 11.976173 15.582662 8.918407 13.5191388 14.888438 7.91802
"SIT1" 0.581269 1.2272639 0.404192 2.08143 1.115158 1.73562 1.7523569 1.1342756 1.4689854 1.288627 1.957545 1.085064
"SKP2" 8.0713316 8.87968 7.76291013 7.9753719 4.7042392 9.309581 8.7023348 7.86111 9.9821152 9.87276200639429 8.9139528 7.2631623
"SLAMF1" 7.17251 11.49407 5.512611 13.92557 9.65406 18.31796 19.63472 8.26989 12.582335 20.04327 17.0556 8.80578
"SLAMF7" 7.4817723 7.8091677 6.5404418 9.4989376 18.0702036 20.572357 10.4551451 12.3813632 13.47010275049 15.96218 12.92033 10.505862
"SLAMF8" 0.6831616 0.2791088 0.118532 0.5616454 2.659246 0.721617 0.3918134 3.30046 0.6072726 0.9600408 0.6330336 0.575573
"SLC10A3" 5.169948 5.46759870017033 5.4207638 6.6353156 4.199796 5.66134857 3.130276543 3.8341247 3.4295520825 4.1395024 5.907342 4.779366
"SLC11A1" 254.3832979 195.953801 160.991985 248.6188921 107.08289 86.176979 117.0353451 157.2566563 123.389512 87.0616995 109.2948173 182.389832
"SLC15A3" 45.2193468 30.602576 33.674657 37.332827 23.5783938 18.258131 19.1680968 39.508523 20.969328 17.5934359 33.1963412 36.281374
"SLC16A1" 2.60635 2.29141 1.40536 3.408758 2.619321 2.12551 3.0233691 2.879355 2.822404 2.829644 1.974126 2.230662
"SLC16A10" 0.61091438 1.3816534 0.08859482 0.9068709 0.1773939 1.3539406 1.7722033 1.3961787 0.90399079 1.8505286 0.93750484 1.386053
"SLC16A5" 12.1301 8.987982 7.4238327 8.8033633 5.2272924 3.774096 5.5709267 8.2044571 5.5985298 4.6288528 6.3654457 6.588033
"SLC16A6" 21.589665 14.582351 15.870883 20.110053 12.47917 15.399555 19.518747 15.9891976226413 18.031771 14.1445234735605 11.5888743 14.6953743
"SLC17A5" 9.74604 7.48421 6.81418 13.86393 7.78267 7.58145 11.4103 8.40519 9.27893 7.789775 10.25404 10.66826
"SLC1A5" 7.041084 15.548988 8.0868409 7.093283 14.371065 9.768777 7.303901 7.84001 9.352952 9.846133 7.865829 7.725014
"SLC1A7" 0.1280334 0.1293356 0.0479772 0.1187274 0.156947 0.2118824 0.2231417 0.01642274 0.1660143 0.3385871 0.327908 0.12571
"SLC20A1" 66.548314 40.864724 46.196761 43.088217 50.070074 55.952419 43.0926772 68.050402 61.148749 55.725182 61.320018 48.1681624
"SLC22A15" 29.63857 21.60936 20.65564 26.74166 17.07357 13.22793 15.93892 27.47119 16.25952 11.54182 19.01496 22.69469
"SLC24A4" 16.4865374 15.0920196 12.135396 18.8106808 9.788412 10.8413806 6.2068646 9.49021791409648 11.6708262 10.8187446 11.97285079 16.2716454
"SLC25A14" 8.5623828 7.046169 7.204384 7.3918967 4.81532280264386 6.175327 9.370423 9.391049 5.402421 13.126482 8.490796 6.999982
"SLC25A19" 2.3979375 2.6983 2.698395 4.744483 2.1457650027 3.7861699209 3.187919 2.3103704 3.36804614 4.5541513 3.9164353 2.534088
"SLC25A23" 0.4169191 1.141422 0.49510123 1.3281621 0.4881935491 1.2426156 0.87650189 0.6020185 0.6516117 0.8626853 1.6256535 1.0254744
"SLC25A29" 3.5788153 4.2485106 3.2591281 1.8628277 2.5708475 1.9543355 0.836377624004 2.8417897 3.962424 2.4970407 3.0985841 2.4841402
"SLC25A35" 0.610221 0.7047238 0.505169 1.100056 1.006703 1.149738 0.5945485 0.6522346 0.80252 0.9976137 0.901158 0.732602
"SLC25A4" 0.402282 0.640774 0.624643 0.4434101 0.9176568 1.22741 1.25574 0.706359 0.825418 1.399998 1.107786 0.577186
"SLC25A42" 0.759771 1.572074 1.1267868 1.261206 1.293833 2.7282772 1.9271092 1.026486 1.896237 2.4631487 2.884511 0.839649
"SLC25A53" 0.205785 0.196023 0.184839 0.2054625 0.1621706 0.55057 0.214263 0.1865148 0.2668419 0.3047423 0.144988 0.2023632
"SLC26A6" 3.772596204 2.7402311562385 3.091258408704 3.2288258 2.87613130761142 2.8200314297381 3.10683 2.880243234972 3.482439269306 2.982889332018 3.494530755 4.10784161278
"SLC27A1" 7.1385634 6.8658651 5.6079147 8.4797971 5.6459709 5.3547284 3.329482 3.7721546 3.4754202 5.0943025 5.6786851 5.3185437
"SLC29A2" 0.568845000367252 1.424403 0.3076510292832 1.914787 0.64569897 1.45407400369289 1.61567728462 1.30813273 0.953984 1.851987134 2.42214018731 0.735985003171495
"SLC2A11" 2.9301551 2.76496809 1.773596 3.1409390752 1.9427658 2.8524685 4.5581754 2.62839573 2.481239 4.09767931 4.0957052 1.953383617
"SLC2A6" 3.4155485 2.1600561 3.4794 2.345443 5.303666 2.069105 1.583522 1.7330942 1.1687099 2.265084 2.3825389 2.4683483
"SLC2A8" 0.7400634 1.02994483 1.1575522 0.652067 1.0050861 0.8465478 0.4898532 0.819312 0.7352208 1.109651 1.3025528 1.301826
"SLC31A2" 8.466776 6.33738 6.8959977 6.91645 5.001182 3.560353 4.555165 6.137025 4.976678 4.104395 7.927992 6.923701
"SLC35B2" 3.3691867180717 2.44790900834995 2.131503706717 3.334092823548 2.419128321218 2.7242271668335 3.39539675059 2.788633033754 2.69490624064613 3.743504954602 2.98647000013553 3.5359786975684
"SLC35G1" 0.261059 0.738623 0.256447 0.4087117 0.113151 0.2862783 0.767189 0.518394 0.24289 0.337434 0.239539 0.2952724
"SLC38A5" 22.2121315 32.4489483 30.7057304 21.571794 21.92313056 38.993579 16.9913251 16.930984 31.2755457006335 28.3191277584093 46.5075552 18.4048
"SLC39A7" 5.7650913 6.986802 5.390917 7.509198 5.105947 5.934823 4.644493 7.356537 5.5251964 6.695606 7.191288 5.515123
"SLC39A8" 9.21744000015878 8.235246 10.9565266 14.6385619 11.8459482 10.84995 17.2354165977 7.53417900662461 16.69571 19.1891715 9.3729382 12.2931908
"SLC40A1" 100.9978795 70.5154731 77.7375797 88.87217 41.66641 64.572 63.96937 96.7317408 67.361219 49.865798 48.8386769 79.136403
"SLC41A1" 1.028112 1.818731 0.831665 2.314458 0.9718249 1.406278 2.025764 1.425476 1.556169 1.801704 1.904063 2.033276
"SLC4A1" 498.7813996 810.000151 390.200551 353.285718 862.089751 647.174187 395.6892166 448.281858 641.58969 782.018658 429.0316609 327.3506294
"SLC4A2" 5.7207799 5.0214128 3.85255318166173 4.6978314 3.3478701 5.2513192 3.2123417 4.1909072 3.9123692429 4.7753825555 5.3281506 4.5362062
"SLC4A4" 1.480356 0.739435 0.6736362 0.96869 1.6384974 1.2883119 1.641933 1.117761 2.5268951 2.563103 1.266382 1.4508805
"SLC4A8" 3.2335400153 2.3633804688 5.38908834757 5.9972937396 5.53422182 2.9438882 2.5155845965 3.7741915004012 3.4633668 6.33728984 6.0002714 3.2326078
"SLC52A1" 0.0366073 0.1747439 0.101244000115644 0.1104063 0.0359574 0.0962226 0.2918295 0.1011736 0.0815821 0.0980955 0.108399 0.1055329
"SLC6A3" 0.1363179 0.0283188 0.0137657 0.00417747 0.00362092 0.0216771 0.6583094 0.1289872 0.4813993 0.00947088 0.3295134 0
"SLC6A6" 169.4340652 100.0141961 110.067754 128.6559417 51.954864 49.317438 68.4100697 125.796326 67.357258 52.744786 108.9831982 120.382196
"SLC7A5" 15.160967 17.71683 11.766364 11.73128 16.64789 15.124474 6.38248 13.21941 11.678935 18.56372 9.187481 9.340602
"SLC7A6" 42.7060731 58.8122271 32.632751 87.067011300181 33.1922783183 54.341209 58.195057 64.6913554 43.372092 56.7426288 72.2613527 45.13082
"SLC7A7" 152.6828597 98.9188717 115.3484778 141.90565 122.684112 70.4595431 83.013398 108.670342 93.8742307 95.8845017 96.169805 130.9539071
"SLC8A1" 16.7920299 13.05613736 16.4392493 20.5882983 15.3970891327 6.7431175 10.700442368 17.559765 13.71857 10.5872885 15.7988623 14.465108
"SLC9A3R2" 0.4101733 0.3323419 0.2211076 0.4247062 0.4454265 0.4595651 0.3033366 0.251805 0.1340927 0.199794 0.5238103 0.42274051
"SLC9A7" 2.3887021 2.6787679 3.0610914 3.4078341 2.4379988 2.2571723 4.036446 2.797041 2.321036 4.484946 5.411996 3.0460339
"SLC9A8" 10.0048416 7.8554792 6.4306707 8.3499652 5.0848791 5.7600889 6.2703214 14.259052 6.8152794 5.9355811 8.5982669 10.3784972
"SLC9B2" 2.5786848 3.693859 1.9487661 2.418921 2.1926634 5.800694 4.623441 2.0698982 4.329762 4.913353 2.668584 2.9990725
"SLFN12" 4.207784 3.380532 3.635741 7.430388 5.846935 6.0346573 4.67852 6.4856 7.425051 7.531401 5.505749 10.801406
"SLFN12L" 12.07292 10.579586 8.65482 15.09435 12.0201911 20.861962 29.107255 15.848887 23.236066 29.558179 15.063783 18.34814
"SLFN13" 5.32615 4.94876 4.508605 7.6306408 6.96594037297 6.207660198817 4.8851 3.6672467 4.89649 8.218029 7.42390062 7.0893328
"SLFN5" 21.63782 28.28468 8.50556 27.04293 20.38186 28.27455 31.11996 30.51892 28.64343 29.66758 38.83224 14.96266
"SLITRK4" 0.9814742 0.4281097 0.559521 0.710924 0.9485344 0.551417 0.396002 1.0413277 0.712547 0.832796 0.852557 0.7010727
"SLX4" 3.51142 3.2861149 2.3340507 3.78421 2.711311 3.119057 3.790916 2.878481 2.39793 3.07180879 3.393771 2.693116
"SMAD7" 2.072471 0.9639164 2.057937 1.5291225 2.0778494 3.110207 1.7033353 0.9067237 1.616027 1.936163 1.7800566 2.196058
"SMARCAD1" 15.455262 17.5585 11.897366 19.614494 13.5555347 28.694913 33.57584 20.318561 28.165076 27.49496 17.3671179 18.330544
"SMARCB1" 38.160856 35.341689 26.035035 42.927904 23.83177 31.369228 35.708212 31.875039 29.80681 43.913693 47.1615397 31.869315
"SMARCD3" 11.8339471 6.7723055 8.07675 9.9417844 9.5238778 5.2934409 7.0843069 12.0741194 8.84986 5.670722 7.1939420167307 7.9863183
"SMC6" 9.1549013 5.553284 5.6184521 7.1225693 6.23769004 12.8520178 20.4214972 15.1353305 16.3457996 16.477993 13.511617 10.3867968
"SMIM14" 16.8555304 14.7889471 13.547128 16.236544 14.234897 18.055782 21.771966 16.5228817 20.837727 22.890752 16.799198 18.636507
"SMKR1" 0.3292965 0.324312 0.0361933 0.0991138 0.1671142 0.0835115 0.40712 0.360583 0.179501 0.479158 0.110391 0.2128637
"SMPD3" 9.7204488 7.7411398 8.8349365 8.9299389 4.4612483 8.6611704 1.7310135 3.7804184 2.015589 2.6383414 8.0924389 17.4852577006485
"SMPDL3A" 8.52309 6.386801 2.170111 6.565322 6.586102 5.17897 4.621931 4.98548 8.08619 4.3064071 3.905914 4.810964
"SMYD2" 4.9310818 5.56359 3.8223927 7.805946 4.390642 8.213431 11.655685 9.059561 8.201258 10.267833 9.617516 6.900331
"SNAPC1" 1.42176 1.9464 1.48381 1.11921 1.05254 2.33968 3.31631 1.8552 1.88112 1.54293 1.69329 0.895815
"SNHG7" 0.2303181 0.3594507 0.2309629 0.3180289 0.476338 0.563372 0.5655789 0.3676072 0.3070615 0.4917 0.351052 0.5436506
"SNTA1" 0.314013 0.46998 0.398468 0.608529 0.3479 0.695157 0.346422 0.410961 0.60109 0.553814 0.839912 0.364538
"SNURF" 45.2859816 72.5568705 48.331724 93.726574 47.70433 127.782787 117.560219 74.45451 78.5035238 108.996317 116.5274487 83.543282
"SNX15" 5.423435 5.624385 3.6009951 4.849679 4.98478561 4.4287214 3.1267561 4.55144175 3.93493083 6.168419 4.7875574 5.0385457
"SNX2" 68.5920891 39.585056 52.2612161 47.6249831 47.0937069 69.035557 106.26997 82.185337 93.8409197 89.737649 69.790237 58.3616889
"SNX22" 1.12138 1.954954 1.9200744 1.2119367 1.3492666 1.621217 2.691581 1.7794494 2.3515159 3.869272 4.1252619 1.3190382
"SNX29" 62.3470293 64.7153652 46.484414 59.905768 54.4209888 46.420759 54.058682 48.9811014 43.3349448 75.4155935 81.036524 45.74361
"SNX29P2" 58.041401 77.6661546 73.628767 49.6093753 43.1829039 55.678849 104.364968 66.79954 89.3149326 155.936476 151.9171161 51.0350063
"SOCS1" 0.0870006 0.310648 0.106739 0.164722 0.222827 0.262381 0.148792 0.24674 0.0718503 0.0760362 0.194489 0.478956
"SOCS2" 1.1087671 1.1442872 1.7444362 2.2239593 0.85998095 1.6931819 1.7958505 1.1113828 2.1745765 2.3737604 1.59855853 1.2608496
"SOCS3" 1.79246 0.655605 1.39666 0.975669 0.590195 1.29031 0.819658 2.13034 1.34972 0.775068 1.0064 1.75024
"SORT1" 15.010179 10.270042 10.812098 9.471114 11.537858 9.0697234 5.159447 14.0761142 7.842698 5.618321 10.1760616 8.022292
"SOS1" 89.0448700003282 77.333699 82.696889 114.728139 79.58107 92.706112 102.198110000039 110.541934 116.73648 122.555980000141 110.374044 114.74335
"SOWAHD" 0.146033 0.310686 0.242204 0.269541 0.420703 0.0484499 0.123541 0.182492 0.0647481 0.191201 0.110697 0.487378
"SOX4" 0.357471 0.247559 0.34691 0.327431 0.275258 0.134859 0.111363 0.203184 0.183549 0.259618 0.161607 0.286476
"SOX6" 16.84510687426 17.0804306 25.0663908 21.77102838679 24.2075173 22.7281042 21.8804390287165 17.87271072 37.77298177507 29.5338497 24.536294 15.1908761
"SP4" 9.845518 9.13761 5.225361 10.3761588 8.342798 11.16731 10.684397 9.588452 10.636031 14.47627 12.382213 9.843508
"SPARC" 75.49335 66.427529 57.317386 68.47738 58.00596 81.40377 12.770075 42.5576859 23.809128 34.78741 76.6010427 55.831566
"SPATA20" 4.6749845002851 1.135363 2.04074610165452 3.2747318094 3.0298567 2.2862236 5.01255190016283 2.44135265 4.3324929 6.4140731 5.62862623371 4.4490244
"SPATA41" 0.0125554 0 0 0 0 0 0.0487167 0 0 0.0167762 0.0382109 0
"SPATA5" 6.507513 5.561099 3.904577 7.800418 5.580835 8.545729 10.667349 7.282181 9.204912 12.696988 10.1221 5.884106
"SPEF2" 4.24822521 4.1043497 2.88274437 8.428398 3.1142708 6.4059984 9.8470431 6.1667795 9.1013378 10.6880835 5.5463503 4.3405942
"SPI1" 297.5237 163.42388 182.48805 196.34315 109.19256 114.97994 88.33566 208.94245 111.21163 87.67788 197.41765 195.23375
"SPIB" 1.394966 2.5468661 3.32060800397811 1.9186572 1.10943093 2.2653332 3.82332296 3.0756984 3.087285 6.1190292 7.9259172 2.2950691
"SPINT1" 14.659654 10.6256914 8.77288140603382 6.547883 5.1248 3.4412603 6.0718397 4.7438763 4.6889791 3.8168297 7.4498617 6.8012414
"SPINT2" 36.042222 31.08345031 28.815163 34.4609152 21.8938852 20.5019392 18.5080917011296 23.7489453 17.3718422 24.5081043 22.4951985 22.5993515
"SPIRE2" 0.67018217 0.6578769 0.5970436 0.9639055 0.52980942 1.9792193 1.71276167 0.4997326 1.4626002 1.4343755 1.1297932 0.5434043
"SPN" 26.2990466 23.322579 16.6448179 30.960162 24.627202 24.160796 21.875701 16.8509918 20.6983216 31.382774 29.090567 23.4976161
"SPNS3" 3.98084 2.4197601 3.418025 2.010359 1.053712 2.586012 1.813679 1.1607103 0.820911 0.76958 2.1862098 4.397661
"SPOCK2" 18.9334592333419 44.5190810390329 13.703822298818 53.723454735492 20.795094384536 39.95838375498 26.9556960098823 26.3130579001078 18.1072572000589 31.259908111292 48.7125966 25.430190358846
"SPON2" 11.0187026 13.9173288 16.3835123 12.285611 27.07026 39.5616966 14.07665182 8.4330814 9.3602132 17.6170102 13.8160617 31.0676622
"SPRED1" 5.07019 3.502738 6.340614 3.774059 5.1321 3.69721 3.83604 2.52314 2.455854 8.72137 3.25744 2.67549
"SPRY2" 0.84413 1.0013 1.302018 0.609439 0.969993 1.0009 1.090435 1.467023 1.424296 1.33037 0.8711363 1.850065
"SPTBN1" 16.7241107 26.1246453 9.442861 27.2424404 9.9090226 22.1429015 18.7228684 21.277019 14.105178 28.8199853 34.34658 13.2677368
"SPTSSB" 0.496331 0.631348 0 1.637954 0.453073 0.690455 2.16489 0.6100709 0.332577 1.5888876 1.39938372 1.1956582
"SRD5A3" 2.576213 1.858626 2.709288 1.6918683 2.665932 2.559945 6.957831 1.128202 1.93471 3.062415 2.393896 2.4752
"SREBF2" 31.4226194 30.11706121 21.3938715 40.728625 29.8323753 35.7618971 33.417819 31.145307 22.978673 43.444832 44.38545306 31.013692
"SSFA2" 45.5700091 32.043864 37.4145634 44.765749 28.669622 38.852726 39.602201 84.6215612 40.861088 30.1062155 27.2077451 38.0965474
"SSPN" 0.98992622 0.816599 2.166151 0.5016380233866 0.550333 0.956109 0.8335705 1.4917683 0.7061798 1.1913 0.701769 0.528732
"ST14" 20.4891868 12.6313104 14.4190737 4.555478 10.57456 5.2038327 7.12906 12.4920915 10.053252 11.112412 9.424952 13.0051622
"ST3GAL4" 28.943143 16.7868034 20.4524991 17.082895 9.4026442 13.2837321004784 16.3399553 35.9998052 14.907245142 11.1831137 15.1960778 21.5374291
"ST3GAL6" 104.4139298 43.4898604 60.554764 50.65303 39.2759848 34.705053 70.7990595 90.7728767 79.468793 33.5854911 40.938506058 46.7691566
"ST6GALNAC1" 0.60152328 1.913800245 0.958454 3.481708 0.573312190584236 1.0531215 0.573375500796476 0.459228 0.8737067 0.973146 0.63079 1.5030759
"ST6GALNAC3" 4.72474 5.667929 4.028917 4.604716 2.1825808 2.479548 5.906679 8.49198 6.151441 5.0246962 5.95526 4.404951
"ST6GALNAC6" 4.1367611 8.33891591374933 6.62881120010791 11.4093105 7.155790068167 12.72442771 8.8025789 5.94911 9.05500410193549 6.3662562 9.7703646 8.121724907344
"ST7L" 7.00134352 6.1018415 2.5612336 7.267472 4.79887060201125 9.2165623 9.372916 6.7174724 7.553661733771 10.86612565078 7.3213964 4.0713125
"ST8SIA1" 1.2262083 0.7425905 1.0885528 2.5349593 1.72091351 3.6806415 3.9012763 0.95311328 4.53519262 1.995790503895 2.6157728181183 0.87004733
"ST8SIA6" 1.07945 0.160599 0.777892 1.224419 0.46524 1.581826 1.285332 0.393273 1.877561 1.296265 1.386155 1.779081
"STAB1" 13.4732139 10.4699292 9.4782299 12.2203843 6.3753176 5.1155866 9.7712182 6.4009213 5.1513883 8.3209588 7.3469775 12.1270528
"STAC3" 8.4890476 5.0834593 4.6031393 6.394937 7.2412805 6.4722073 4.5416637 5.6354689 5.9721065 5.505029 5.048603 6.2136378
"STAG3" 4.0098631 4.4450559 4.0248359 3.37346051422 2.1762774 1.74384950010227 5.857648433 3.5203137 3.8262089 3.0159162 4.59682627 4.6839455
"STAM2" 50.469692 26.866263 28.704304 35.723527 21.4444617 27.952891 37.988625 50.881536 41.307542 33.226256 26.047131 39.13621
"STAP1" 1.97429 1.48527 3.01454 3.68013 1.06511 5.038633 8.4981 3.69573 5.24432 10.38941 7.14429 3.66884
"STARD9" 1.1080653 2.13866449 1.2728556 2.24237 3.6972475 3.0562329 2.86272 1.9000576 2.3246756 5.6226066 2.7291902 1.5386698
"STAT4" 13.5207200886262 16.73126 11.227281 24.338716 18.097434 28.60708820746 35.031095 20.6956567 29.3898922 34.2781068708 24.0915410004084 20.786884
"STK33" 0.0727871 0.2357844 0.2352418 0.3492431 0.5999011 0.4393594999 0.8549113 0.3166292256 0.455461154795 0.960848 0.9006186 0.346466
"STMN1" 5.961421 9.3277823 4.9652739 7.092376 6.1752405 14.842637 9.5958505 7.933036 6.6898325 14.5277149 8.7650785 7.008201
"STMN3" 1.1199073 2.43933 1.037411 3.33668 1.587397 3.0211638 2.83095 1.767864 2.270273 2.1729905 3.17041 2.340343
"STOML1" 0.3756897 0.762815 0.6691094 1.30680045 1.19549976 1.04450528 0.4508034 1.00344663 1.1226905 0.93956763 0.6823279 0.621103
"STRBP" 5.5761798 5.685428 7.5104355 7.275464 3.1575292851 7.312091 12.741725 9.102352 9.391454 17.66077 13.668525 6.04784400047014
"STX2" 3.779874 4.823996 2.481974 8.269347 4.097946 4.888402 6.890557 5.426462 6.479226 7.968467 5.327437 3.964332
"STX7" 55.596802 30.371573 44.892982 42.57694 24.556837 33.45755 47.234651 53.638024 53.416808 48.705177 41.90259 51.66354
"STXBP2" 295.908894 273.912722 221.7021966 262.0113788 177.7063563 173.422249 131.7726774 249.9629266 170.516077 164.993721 232.412386 259.731672
"STYXL1" 17.811852 15.7380504 11.343524 17.205707 8.067982 15.4392259 9.150878 14.888099275 10.3226130128508 12.792496 19.9903466 14.949739
"SULT1A1" 85.5171808 18.6177386 23.9467477 14.95541 16.496822 14.5555975 13.4777399 28.7950767 9.1192775 7.7443843 27.7598476 15.6084449
"SUOX" 5.657443 3.312579 4.26306 4.1253341 3.8663889 3.57582873 3.687573 4.6450042 2.7333223 3.728496 4.0604246 5.493259746297
"SUPT3H" 1.9558 2.239381 0.791519 2.0918594 1.284179 2.639975 3.643021 2.6491887 2.70394 3.829327 3.005983 1.0928654
"SUSD3" 5.729272 6.563538 1.897766 8.2918559 3.0854650038996 5.4440895 5.8204215 6.522673 2.776699 8.199872 9.427784 4.693821
"SUSD4" 2.867357 1.6419711 0.4360565 3.747697 0.611865 3.3157711 3.982175 1.95953193 1.9375115 2.6450905 1.7946432 0.824871198
"SVIL" 45.865394352 38.915314113 31.821539901 45.32634072 20.39834703 23.051301 19.71990318 29.153877 17.299254 18.150257 36.6050557 30.542059
"SWAP70" 17.189301 14.256154 15.806835 16.174393 10.5225342 14.6804893 19.029589 15.795004 15.075665 31.034708 31.698142 17.072738
"SWT1" 11.02093 5.29521 5.65099 8.85539 5.415591 10.71901 14.86213 12.97142 20.45691 13.3132 9.32307 9.34643
"SYCE1L" 0.4365141 0.318538 0.0354661 0.301589 0.1620603 0.2643787 0.2488412 0.6801786 0.352719 1.5905926 0.392829 0.7046418
"SYNE2" 89.41394949 134.1761659 101.8365173 160.9357118 111.3875908 106.1573193 118.8014306 150.84972989 154.11404708 124.5207742 167.4905166 125.59064922
"SYNGAP1" 15.5050454 21.662813 8.5575644 33.200013 10.8366557 22.91430981 18.59100147 20.1652393 13.297444 22.6949726 26.887787 11.5696217
"SYNGR1" 3.206345 1.9043581 1.8234899 3.286119 2.09195600122841 4.543101 3.3580530565492 1.4648789 3.628594 4.758432 3.135362 3.178497
"SYNJ1" 35.004293 19.2362386 24.632389 31.217693 16.06507 18.9085323 26.417064 35.392387 21.077304 19.961873 22.223737 26.968018
"SYNJ2BP" 1.4495486 2.662501 0.2735855 3.5524081 1.4119734 2.7216706 1.353077 1.6357305 1.5543911 4.0147528 1.5678875 2.0760969
"SYNM" 0.5500197 0.75405737107 0.108804000103429 0.309837 0.229259 0.6985176 1.786283 0.68462 0.77352 0.235928 1.84107 0.2259637
"SYNPO2L" 0.12404162 0.218725 0 0.018612 0.00816053 0.0927832 0.38885806 0.29179547 0.06681464 0.0323437 0.2636841 0.02985222
"SYPL1" 25.118066 20.95736 12.333857 28.577298 17.427705 28.251572 27.291471 21.524263 18.952008 34.25048 27.31298 27.13194
"SYT11" 1.37432 1.02506 0.924278 1.37423 1.79439 1.97343 1.24967 0.947487 1.51876 1.84022 2.05032 1.19229
"SYTL2" 8.0212596 6.914216 5.5770487074724 7.199844144338 10.0906851026863 16.9936699 17.075127 9.2769669287 17.58058383 19.85680114377 10.57979954 9.77384764023
"SZT2" 7.487867 8.3668989 5.567415 10.0990375 7.029049 7.5077679 8.0473764 8.941841 6.060628 8.473284 9.7461401 7.7417001
"TAB2" 470.475825 313.0365 257.16137 394.044854 191.08483 258.23743 260.1748845 423.3367371 290.699338 311.712155 347.010871 305.38075
"TADA1" 3.896353 2.075041 1.895025 4.446773 2.901189 4.153194 4.72675 3.48033 4.19733 4.17571 3.720348 3.08769
"TAF5" 2.24412 1.51324 0.969583 2.01268 1.21074 1.62364 2.04458 2.50389 2.06281 1.82726 1.91928 1.48747
"TAF9B" 6.69601 2.986127 2.880754 6.76225 2.24451 8.26417 9.94286 6.00195 12.34578 9.46061 5.850413 8.19732
"TANC2" 9.21333732 7.6093606 7.5184711 8.5253838488 5.9732993 6.0252141 9.1016958 11.7350666 10.2500579 6.812835 8.80448636 9.0783588
"TANGO6" 8.085684 8.621867 5.148795 9.0708391 7.181845 8.852715 9.404477 7.3612072 6.6666714 11.606084 11.3048488 7.6498499
"TBC1D31" 16.4707239 17.8213914 15.067038 15.6687008 15.861366 20.1350942 23.3478413 21.99623889697 28.9960516 26.0059484 22.9475663 12.105813
"TBC1D32" 5.5985258 2.6425877 2.6943093 5.3388803 3.5906667387389 5.514408 13.4823642 4.6478253 11.11485 10.3846857 4.2753097 4.4971228
"TBC1D4" 16.518489 24.47897 7.123845 38.26192 11.065179 19.7694207 35.198123 20.61568 22.44977 33.42434 31.075722 17.565475
"TBC1D8" 9.4018929 6.80956342 7.9602875 9.9739423 7.3464343 4.290653 5.4657930363 8.5323099 5.590446 7.941745 6.3372153 9.232293
"TBC1D9" 15.683373 9.6134 8.29727 8.90876 7.2923503 7.20946 6.80391 9.695751 10.48664 11.314433 12.9839 9.177443
"TBX21" 3.941444 4.109918 4.99728 4.02284 9.49052 11.25363 4.880618 3.721183 5.749666 10.15264 7.596373 6.58715
"TC2N" 36.725858 36.806266 17.38579 65.3075816 29.1345969 81.247515 105.312176 50.26294 88.423905 97.3769013 48.502066 47.633144
"TCEA3" 2.240396 4.5601528 1.285449 6.348116 1.1225708 4.094597 5.2711423 4.658288 2.198275 4.6580994 6.074791 2.976115
"TCF3" 6.151323 12.281764626202 7.6751121 8.3535513 8.5919139 8.2766449 6.6961571 5.07843980051319 5.7419596 11.5263519 10.9851489 7.47688981
"TCF4" 34.70062507 22.9016567812285 30.2341079425179 22.6961284016004 21.6775454073045 28.194663830155 36.50153474013 31.07959868737 29.3182306 53.556827 40.0257051 36.0610065154167
"TCF7" 35.8588939 90.830009 17.1243701 107.2381674 22.9291895 79.206108 77.6310194 75.2016942 35.7060837 78.3184346 106.10581 39.2940472
"TCF7L2" 59.8012346 41.3174534 30.1830467 46.6523113 47.679473 15.9108894 18.3696171 33.6687551 21.2787747 39.5448605 40.8236546 37.7523196
"TCL1A" 0.9147624 4.0665668 6.760334 3.227746 3.1478719 4.641643 9.878005 3.8066626 6.932817 11.120103 12.5330192 4.257875
"TCN2" 3.79463096 3.0886226 2.1522273 3.592358 3.44207 2.76655 3.37170186039588 3.169035 2.424855 2.930706 6.359342 3.297662
"TCTEX1D2" 0.308674 1.107961 0.240968 0.827167 1.3406752 1.729426 1.8922731 0.365924 0.697822 1.696467 1.326417 0.932441
"TCTN1" 24.5113009 17.4334146414426 16.3173969637 23.0889559001792 12.1102137 12.691369 27.385074 17.966431388 12.3912456 21.5682034831 24.126995 21.0998710275662
"TDP1" 21.05297 28.9663981 16.9528773 28.828425 14.3099976 23.1263195 24.3848111 19.6117978 25.3672089 35.3414584 33.9374559 22.4080957
"TESPA1" 14.0740158268 26.4980456941189 10.5997775 36.09348926 13.52952013 26.309802178422 29.8950726 19.8500354 21.5295566 30.34317573269 29.666761 18.1802654
"TET3" 16.804692 14.967005 12.000059 15.344682 11.077789 8.496086 8.071364 17.195146 8.894486 9.1559 16.545181 13.58526
